title,engine,gearbox,body,wheel,condition,creation_date,views_cnt,owners,pts,accident,customs,transmission,color,mileage,year,real_owner,price,dealer
BMW 2 серии Gran Coupe M235i xDrive F44,2.0 л / 306 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,5 ноября,44 (13 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,5 362 км,2021,0,4 470 000 ₽,1
BMW X5 30d IV (G05),3.0 л / 265 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,5 ноября,129 (33 сегодня),1 владелец,Оригинал,1,Растаможен,полный,белый,59 000 км,2019,0,5 700 000 ₽,0
BMW 3 серии 320i VII (G2x),2.0 л / 184 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,6 ноября,151 (151 сегодня),1 владелец,Оригинал,1,Растаможен,задний,чёрный,116 000 км,2019,0,2 399 000 ₽,0
BMW 5 серии 520d xDrive VII (G30/G31) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,2 ноября,72 (7 сегодня),2 владельца,Оригинал,0,Растаможен,полный,чёрный,60 902 км,2021,0,4 097 000 ₽,1
BMW 5 серии 520d xDrive VII (G30/G31) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,2 ноября,54 (4 сегодня),2 владельца,Оригинал,0,Растаможен,полный,чёрный,23 000 км,2021,0,4 327 000 ₽,1
BMW 5 серии 520d xDrive VII (G30/G31) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,2 ноября,73 (4 сегодня),3 или более,Оригинал,0,Растаможен,полный,синий,14 295 км,2021,0,4 344 000 ₽,1
BMW X5 4.8is I (E53) Рестайлинг,4.8 л / 360 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,5 ноября,244 (64 сегодня),3 или более,Оригинал,1,Растаможен,полный,синий,253 000 км,2005,1,790 000 ₽,0
BMW X5 40i IV (G05),3.0 л / 340 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,13 октября,2104 (7 сегодня),2 владельца,Оригинал,0,Растаможен,полный,чёрный,38 953 км,2020,0,6 954 691 ₽,1
BMW X5 40i IV (G05),3.0 л / 340 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,5 ноября,149 (34 сегодня),1 владелец,Оригинал,1,Растаможен,полный,белый,39 000 км,2019,1,5 200 000 ₽,0
BMW 3 серии M340i xDrive VII (G2x),3.0 л / 387 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,28 октября,1661 (57 сегодня),1 владелец,Оригинал,0,Растаможен,полный,чёрный,14 950 км,2021,0,6 209 000 ₽,1
BMW 3 серии 320d xDrive VII (G2x),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,5 ноября,89 (32 сегодня),1 владелец,Оригинал,0,Растаможен,полный,чёрный,8 920 км,2020,0,4 500 000 ₽,0
BMW X1 18i sDrive II (F48) Рестайлинг,1.5 л / 140 л.с. / Бензин,роботизированная,внедорожник 5 дв.,Левый,Не требует ремонта,4 ноября,75 (10 сегодня),1 владелец,Оригинал,1,Растаможен,передний,чёрный,28 500 км,2020,0,2 650 000 ₽,1
BMW X5 30d IV (G05),3.0 л / 265 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,31 октября,391 (22 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,85 000 км,2019,0,5 649 000 ₽,1
BMW X5 30d IV (G05),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,25 октября,889 (37 сегодня),3 или более,Оригинал,1,Растаможен,полный,синий,63 782 км,2019,0,5 375 000 ₽,1
BMW M8 Gran Coupe Competition I (F91/F92/F93),4.4 л / 625 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,5 ноября,256 (82 сегодня),1 владелец,Оригинал,0,Растаможен,полный,зелёный,9 000 км,2021,0,13 000 000 ₽,0
BMW X5 25d III (F15),3.0 л / 218 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,21 октября,1318 (23 сегодня),2 владельца,Оригинал,1,Растаможен,полный,белый,90 242 км,2018,0,4 190 000 ₽,1
BMW X3 25d xDrive III (G01),2.0 л / 231 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,5 ноября,75 (20 сегодня),1 владелец,Оригинал,1,Растаможен,полный,чёрный,48 000 км,2019,0,3 700 000 ₽,0
BMW X5 M50d III (F15),3.0 л / 381 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,5 ноября,55 (13 сегодня),1 владелец,Оригинал,0,Растаможен,полный,синий,186 750 км,2014,0,3 177 777 ₽,0
BMW X5 25d III (F15),3.0 л / 218 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,6 ноября,14 (14 сегодня),3 или более,Оригинал,1,Растаможен,полный,чёрный,170 000 км,2015,0,2 650 000 ₽,0
BMW X5 30d IV (G05),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,17 сентября,5535 (50 сегодня),2 владельца,Оригинал,1,Растаможен,полный,чёрный,125 000 км,2018,0,5 490 000 ₽,1
BMW X1 20d xDrive II (F48),2.0 л / 190 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,6 ноября,19 (19 сегодня),1 владелец,Оригинал,0,Растаможен,полный,белый,44 900 км,2019,0,2 900 000 ₽,0
BMW M5 Competition VI (F90),4.4 л / 625 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,6 ноября,67 (67 сегодня),1 владелец,Оригинал,1,Растаможен,полный,белый,43 000 км,2019,0,6 999 999 ₽,0
BMW X3 30d xDrive III (G01),3.0 л / 249 л.с. / Дизель,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,7 октября,1555 (32 сегодня),1 владелец,Оригинал,0,Растаможен,полный,серый,23 500 км,2021,0,5 390 000 ₽,1
BMW X1 18i I (E84) Рестайлинг,2.0 л / 150 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,29 октября,106 (5 сегодня),3 или более,Оригинал,1,Растаможен,задний,белый,168 679 км,2013,0,1 200 000 ₽,1
BMW 5 серии 530d xDrive VII (G30/G31),3.0 л / 265 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,17 сентября,2092 (20 сегодня),1 владелец,Оригинал,0,Растаможен,полный,чёрный,68 492 км,2019,0,3 869 000 ₽,1
BMW 5 серии 525i III (E34),2.5 л / 192 л.с. / Бензин,механическая,седан,Левый,Не требует ремонта,5 ноября,341 (161 сегодня),3 или более,Дубликат,0,Растаможен,задний,красный,132 224 км,1990,0,169 000 ₽,0
BMW X6 40i III (G06),3.0 л / 340 л.с. / Бензин,автоматическая,внедорожник 5 дв.,Левый,Не требует ремонта,5 ноября,164 (78 сегодня),1 владелец,Оригинал,1,Растаможен,полный,серый,30 200 км,2021,1,8 500 000 ₽,0
BMW 3 серии 316i VI (F3x),1.6 л / 136 л.с. / Бензин,автоматическая,седан,Левый,Не требует ремонта,2 ноября,2391 (323 сегодня),2 владельца,Оригинал,0,Растаможен,задний,белый,85 000 км,2014,0,1 149 000 ₽,1
BMW 5 серии 520d xDrive VII (G30/G31),2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,1 ноября,257 (19 сегодня),2 владельца,Оригинал,0,Растаможен,полный,коричневый,79 778 км,2019,0,3 490 000 ₽,1
BMW 5 серии 520d VII (G30/G31) Рестайлинг,2.0 л / 190 л.с. / Дизель,автоматическая,седан,Левый,Не требует ремонта,18 октября,787 (18 сегодня),1 владелец,Оригинал,0,Растаможен,задний,белый,7 500 км,2021,0,4 149 000 ₽,1
